post_id,upload_date,video_duration_min,avg_view_duration_sec,avg_view_percentage,subscribers_gained,traffic_source,ctr_percentage,impressions,likes,comments,shares,total_watch_time_hours,content_category
YT0015694,2025-01-04 08:32:24.541512,6.08,135,37.01,438,External,23.38,1127439,73622,2755,1713,42278.96,Music
YT0015695,2024-11-22 08:32:24.541512,21.13,471,37.15,499,External,24.44,940573,82422,4682,244,123058.3,Tech
YT0015696,2025-06-15 08:32:24.541512,35.47,1093,51.36,644,External,22.74,1190713,90200,4427,200,361513.7,Gaming
YT0015697,2025-05-16 08:32:24.541512,57.49,2789,80.85,486,Playlist,26.84,749665,42495,6890,1746,580782.13,Music
YT0015698,2025-06-23 08:32:24.541512,53.15,346,10.85,93,Channel Page,0.31,1318506,99516,391,2895,126723.08,News
YT0015699,2025-05-13 08:32:24.541512,49.94,1647,54.97,131,Search,12.79,1350810,93539,5749,1918,617995.57,Education
YT0015700,2025-03-07 08:32:24.541512,50.37,39,1.29,221,Playlist,1.64,238107,50206,1555,1107,2579.49,News
YT0015701,2025-02-22 08:32:24.541512,3.55,98,46.01,233,Channel Page,28.14,1236158,36128,4240,1899,33650.97,Reacts
YT0015702,2025-03-26 08:32:24.541512,7.58,239,52.55,680,Playlist,12.41,1911106,65821,7025,2284,126876.2,Sports
YT0015703,2025-09-19 08:32:24.541512,34.68,1879,90.3,634,External,22.26,1454323,79694,2751,2374,759075.81,Comedy
YT0015704,2025-04-06 08:32:24.541512,23.47,822,58.37,371,Browse,12.77,1168417,56701,5392,1706,266788.55,Sports
YT0015705,2025-04-26 08:32:24.541512,21.61,137,10.57,594,Notifications,10.68,795172,68804,2851,216,30260.71,Music
YT0015706,2025-11-05 08:32:24.541512,21.54,1136,87.9,532,Browse,8.54,1195739,43248,6498,790,377322.08,Sports
YT0015707,2025-09-15 08:32:24.541512,4.73,24,8.46,567,Playlist,19.24,399887,70598,6525,2486,2665.91,News
YT0015708,2025-07-06 08:32:24.541512,3.53,109,51.46,578,Browse,17.83,1636331,29559,5901,255,49544.47,Gaming
YT0015709,2025-07-09 08:32:24.541512,17.45,743,70.96,409,Notifications,5.35,1469890,86222,5872,625,303368.96,Music
YT0015710,2025-05-25 08:32:24.541512,24.93,1223,81.76,529,Playlist,4.97,725015,70661,2283,745,246303.71,Education
YT0015711,2025-01-20 08:32:24.541512,55.87,727,21.69,28,Search,6.44,151736,43001,6699,1247,30642.24,Tech
YT0015712,2025-10-28 08:32:24.541512,57.7,2529,73.05,441,Channel Page,29.41,63322,61411,5779,1262,44483.7,Music
YT0015713,2025-04-04 08:32:24.541512,22.47,131,9.72,638,Notifications,10.8,559619,54032,7248,991,20363.91,Vlog
YT0015714,2025-02-26 08:32:24.541512,53.07,441,13.85,659,External,8.78,897826,13472,7818,2164,109983.68,Education
YT0015715,2025-11-10 08:32:24.541512,35.31,1731,81.7,292,External,5.18,193708,7489,4249,21,93141.26,Music
YT0015716,2025-09-23 08:32:24.541512,35.11,2092,99.31,213,Playlist,5.16,1094708,74313,6932,2327,636146.98,Vlog
YT0015717,2025-06-13 08:32:24.541512,31.21,1747,93.29,468,Shorts Feed,22.94,472478,56849,7294,2144,229283.07,Education
YT0015718,2025-07-28 08:32:24.541512,25.59,551,35.89,607,Browse,28.7,1533610,30830,5092,605,234727.53,Reacts
YT0015719,2025-04-26 08:32:24.541512,20.3,38,3.12,305,Shorts Feed,2.76,367598,72448,3488,994,3880.2,Comedy
YT0015720,2025-07-11 08:32:24.541512,51.89,2801,89.97,52,External,22.42,1849365,35823,7721,2128,1438908.71,News
YT0015721,2025-02-03 08:32:24.541512,44.77,1935,72.03,411,Notifications,20.64,1211264,84386,5458,2023,651054.4,Tech
YT0015722,2025-03-23 08:32:24.541512,29.29,837,47.63,614,Browse,8.96,966299,20544,6071,316,224664.52,Music
YT0015723,2025-09-10 08:32:24.541512,11.04,169,25.51,516,Shorts Feed,18.13,1978592,8638,1027,1736,92883.9,Reacts
YT0015724,2025-01-30 08:32:24.541512,38.13,766,33.48,578,Playlist,25.18,952967,41132,656,624,202770.2,Sports
YT0015725,2025-11-07 08:32:24.541512,4.11,134,54.34,55,Playlist,10.79,1378189,62962,599,1847,51299.26,News
YT0015726,2025-05-15 08:32:24.541512,4.78,9,3.14,626,Playlist,0.55,1551678,32654,3559,2502,3879.2,Gaming
YT0015727,2025-06-18 08:32:24.541512,17.97,405,37.56,639,Playlist,21.77,352412,942,967,2984,39646.35,Tech
YT0015728,2025-10-17 08:32:24.541512,48.14,2751,95.24,276,Browse,0.42,457328,26233,3446,1489,349474.81,Sports
YT0015729,2025-04-24 08:32:24.541512,40.45,227,9.35,572,External,22.85,1198157,23892,6546,152,75550.46,Comedy
YT0015730,2024-11-27 08:32:24.541512,10.83,558,85.87,642,Browse,1.72,1523207,38419,4001,2246,236097.08,Music
YT0015731,2025-11-16 08:32:24.541512,12.9,342,44.19,249,Channel Page,12.09,1045391,10187,4134,1668,99312.14,Reacts
YT0015732,2025-04-29 08:32:24.541512,11.1,157,23.57,183,Suggested,22.15,943219,97210,3000,2832,41134.83,Education
YT0015733,2025-10-25 08:32:24.541512,52.8,3009,94.98,214,External,15.0,344700,9857,3751,100,288111.75,Gaming
YT0015734,2025-02-05 08:32:24.541512,43.38,1766,67.85,557,Playlist,2.7,1164278,20140,7749,2054,571143.04,Tech
YT0015735,2024-11-27 08:32:24.541512,8.33,143,28.61,121,External,20.67,457602,90394,2074,2578,18176.97,Comedy
YT0015736,2024-12-08 08:32:24.541512,1.34,76,94.53,523,Channel Page,0.12,842574,98584,6165,1672,17787.67,Comedy
YT0015737,2025-10-06 08:32:24.541512,43.83,44,1.67,119,External,29.27,1052604,79650,2601,2904,12865.16,Sports
YT0015738,2025-10-23 08:32:24.541512,18.86,814,71.93,130,Notifications,16.48,1277245,3710,4381,1205,288799.29,Sports
YT0015739,2024-12-25 08:32:24.541512,34.33,251,12.19,478,Playlist,27.46,1491100,14238,7095,2396,103962.81,News
YT0015740,2025-08-29 08:32:24.541512,19.74,744,62.82,375,Notifications,12.3,884682,28513,2488,2986,182834.28,Reacts
YT0015741,2025-04-21 08:32:24.541512,28.78,846,48.99,549,Browse,23.29,146433,64712,1234,1708,34411.75,Tech
YT0015742,2025-02-07 08:32:24.541512,55.31,1416,42.67,622,Search,21.18,847167,59115,4998,1114,333219.02,Education
YT0015743,2025-07-27 08:32:24.541512,44.09,1893,71.56,317,Playlist,1.14,812950,91036,6781,1365,427476.21,Education
YT0015744,2025-03-28 08:32:24.541512,21.96,855,64.89,259,Suggested,24.0,273741,72140,286,2006,65013.49,Music
YT0015745,2024-11-23 08:32:24.541512,19.17,686,59.64,552,Channel Page,5.86,211778,53610,3868,951,40355.47,Music
YT0015746,2024-12-26 08:32:24.541512,50.63,944,31.08,302,Notifications,22.5,939209,74660,5751,1050,246281.47,Tech
YT0015747,2025-05-12 08:32:24.541512,12.33,359,48.53,14,Browse,16.79,565716,29218,4667,791,56414.46,Sports
YT0015748,2025-03-07 08:32:24.541512,32.39,347,17.86,192,Notifications,9.79,483440,15992,7458,1643,46598.24,Gaming
YT0015749,2024-12-17 08:32:24.541512,58.45,2072,59.08,336,Suggested,19.81,1195256,74093,4468,1405,687936.23,Music
YT0015750,2025-07-21 08:32:24.541512,6.56,363,92.23,290,Playlist,22.95,1546658,1782,6012,1612,155954.68,Gaming
YT0015751,2025-07-07 08:32:24.541512,45.97,1193,43.25,448,Search,6.97,1957813,43685,3505,2653,648797.47,Music
YT0015752,2025-01-03 08:32:24.541512,31.55,821,43.37,107,Playlist,25.66,567006,88729,1571,2924,129308.87,Education
YT0015753,2024-12-01 08:32:24.541512,25.93,726,46.66,1,Browse,11.96,1850913,38278,1890,624,373267.46,Comedy
YT0015754,2025-06-10 08:32:24.541512,18.56,239,21.46,352,Suggested,25.43,103857,41285,7203,387,6894.95,Music
YT0015755,2025-05-14 08:32:24.541512,52.42,1039,33.03,331,Suggested,10.82,200099,85831,7175,2450,57750.79,Comedy
YT0015756,2025-04-01 08:32:24.541512,59.17,604,17.01,206,External,14.62,1886670,76548,3992,1301,316541.3,Gaming
YT0015757,2024-12-31 08:32:24.541512,17.91,201,18.7,91,Search,7.91,343503,30469,3525,988,19178.92,Tech
YT0015758,2025-01-01 08:32:24.541512,6.81,113,27.66,233,Playlist,0.89,326833,32996,4582,2308,10258.92,Comedy
YT0015759,2025-08-23 08:32:24.541512,32.29,1359,70.15,573,Shorts Feed,18.33,1610683,5127,1965,286,608032.83,Education
YT0015760,2025-03-11 08:32:24.541512,33.72,470,23.23,402,Notifications,18.9,456040,76802,5538,2445,59538.56,Reacts
YT0015761,2025-11-08 08:32:24.541512,7.85,18,3.82,0,Search,16.24,119747,59795,3127,2436,598.74,Education
YT0015762,2025-04-20 08:32:24.541512,14.34,558,64.85,237,Playlist,1.78,423904,31792,1971,2446,65705.12,Gaming
YT0015763,2025-11-01 08:32:24.541512,47.1,722,25.55,329,Browse,13.75,675735,47417,1958,1488,135522.41,Comedy
YT0015764,2025-01-09 08:32:24.541512,8.89,375,70.3,476,Search,3.22,1614575,16256,2240,512,168184.9,Comedy
YT0015765,2025-09-13 08:32:24.541512,33.83,240,11.82,560,Shorts Feed,26.64,1143168,40547,6603,488,76211.2,Tech
YT0015766,2024-11-30 08:32:24.541512,11.08,424,63.78,208,Channel Page,22.4,1899976,38246,848,2008,223774.95,Comedy
YT0015767,2025-04-22 08:32:24.541512,44.81,1781,66.24,95,Channel Page,7.51,574857,60438,3328,1213,284394.53,Music
YT0015768,2025-02-01 08:32:24.541512,59.91,1084,30.16,492,Browse,13.83,1991241,77259,7981,2556,599584.79,Vlog
YT0015769,2024-11-29 08:32:24.541512,51.89,2791,89.64,335,Browse,27.97,1773652,13169,6268,497,1375072.98,Tech
YT0015770,2025-01-08 08:32:24.541512,46.89,381,13.54,540,Shorts Feed,19.81,1963208,70217,595,1779,207772.85,Vlog
YT0015771,2025-05-25 08:32:24.541512,8.28,312,62.8,628,Search,2.3,1959803,63713,1574,1430,169849.59,Gaming
YT0015772,2025-09-28 08:32:24.541512,34.52,1546,74.64,298,External,20.1,1896790,14015,1636,867,814565.93,Sports
YT0015773,2025-04-12 08:32:24.541512,52.23,1361,43.43,409,External,14.91,4694,9747,7069,1549,1774.59,Education
YT0015774,2025-07-20 08:32:24.541512,9.96,383,64.09,506,Playlist,24.19,1672546,92800,4275,617,177940.31,News
YT0015775,2024-12-20 08:32:24.541512,48.4,1255,43.22,509,Browse,26.78,1695367,64583,6167,2062,591023.77,Comedy
YT0015776,2025-02-22 08:32:24.541512,44.01,2603,98.58,173,Playlist,9.51,1592315,15514,5038,2898,1151332.21,Education
YT0015777,2025-01-18 08:32:24.541512,16.29,543,55.56,257,External,14.64,1432193,94535,3282,2230,216022.44,News
YT0015778,2025-05-31 08:32:24.541512,12.83,285,37.02,8,Browse,29.79,1900059,83164,7326,1397,150421.34,Gaming
YT0015779,2025-03-29 08:32:24.541512,2.9,168,96.55,290,Shorts Feed,0.36,371533,13228,7825,2521,17338.21,Gaming
YT0015780,2025-04-27 08:32:24.541512,40.63,657,26.95,180,Browse,0.87,1316011,45259,7037,1785,240172.01,Sports
YT0015781,2025-09-20 08:32:24.541512,51.88,2423,77.84,25,Notifications,25.54,874184,33853,455,1211,588374.4,Tech
YT0015782,2025-06-14 08:32:24.541512,46.17,720,25.99,665,Shorts Feed,22.38,869663,39077,689,1582,173932.6,Education
YT0015783,2025-06-23 08:32:24.541512,37.57,1560,69.2,324,Playlist,9.63,412613,51598,718,1185,178798.97,Education
YT0015784,2024-12-24 08:32:24.541512,36.96,1166,52.58,282,External,11.19,452609,6761,5027,1422,146595.03,Comedy
YT0015785,2025-08-20 08:32:24.541512,25.9,1034,66.54,332,Shorts Feed,14.26,454850,76679,3402,1795,130643.03,Gaming
YT0015786,2025-03-18 08:32:24.541512,48.69,758,25.95,249,Search,17.3,1715582,52272,6086,112,361225.32,News
YT0015787,2025-07-08 08:32:24.541512,22.82,312,22.79,330,Browse,6.97,1524951,21492,1087,1630,132162.42,Reacts
YT0015788,2025-08-01 08:32:24.541512,50.01,1269,42.29,296,Channel Page,15.21,85617,34766,2165,309,30179.99,Sports
YT0015789,2025-10-15 08:32:24.541512,17.94,794,73.76,391,Channel Page,28.11,1790510,8188,3100,2935,394906.93,Tech
YT0015790,2025-10-03 08:32:24.541512,41.42,2200,88.52,505,External,5.28,504293,98051,6590,132,308179.06,Reacts
YT0015791,2025-07-21 08:32:24.541512,19.18,583,50.66,439,Browse,17.6,113619,26073,4397,1953,18399.97,Music
YT0015792,2025-01-29 08:32:24.541512,47.29,1976,69.64,606,Browse,19.88,1903124,299,259,1528,1044603.62,Vlog
YT0015793,2025-01-08 08:32:24.541512,54.51,1807,55.25,680,Search,1.72,434942,16730,5911,1024,218316.72,Sports
YT0015794,2025-02-06 08:32:24.541512,14.48,774,89.09,308,External,3.05,128680,43845,6022,2703,27666.2,News
YT0015795,2025-02-10 08:32:24.541512,10.76,401,62.11,500,Channel Page,11.33,1311628,29737,3901,912,146100.79,Reacts
YT0015796,2025-07-17 08:32:24.541512,9.75,487,83.25,23,Channel Page,8.82,1756395,94156,7528,1903,237601.21,News
YT0015797,2025-03-05 08:32:24.541512,27.79,519,31.13,497,Playlist,24.6,794256,22589,6943,1281,114505.24,Comedy
YT0015798,2024-12-10 08:32:24.541512,35.82,103,4.79,562,Browse,24.36,818434,25147,7555,1107,23416.31,Sports
YT0015799,2025-08-11 08:32:24.541512,35.36,1740,82.01,590,Shorts Feed,20.31,291319,72827,7852,2852,140804.18,Gaming
YT0015800,2025-03-29 08:32:24.541512,30.75,460,24.93,278,Browse,17.22,987868,51204,5680,2595,126227.58,Tech
YT0015801,2025-09-24 08:32:24.541512,55.34,1888,56.86,432,Suggested,4.45,1040070,36897,6355,425,545458.93,News
YT0015802,2025-02-04 08:32:24.541512,40.88,2065,84.19,32,Notifications,10.85,1831024,54033,1291,1019,1050295.71,Education
YT0015803,2025-07-09 08:32:24.541512,16.56,833,83.84,9,Browse,4.49,884151,15437,2148,333,204582.72,Reacts
YT0015804,2025-07-16 08:32:24.541512,19.69,373,31.57,30,External,6.4,305046,794,1623,2835,31606.16,Education
YT0015805,2025-05-01 08:32:24.541512,2.78,157,94.12,656,Notifications,17.73,1748224,25639,1235,1113,76241.99,News
YT0015806,2025-02-13 08:32:24.541512,25.79,1308,84.53,558,Channel Page,10.91,1963267,65592,7340,795,713320.34,Reacts
YT0015807,2025-01-03 08:32:24.541512,56.05,2815,83.71,287,Playlist,12.57,1027128,46237,853,1435,803157.03,Gaming
YT0015808,2025-01-09 08:32:24.541512,42.34,503,19.8,621,Playlist,22.63,639633,34017,4708,20,89370.94,Vlog
YT0015809,2025-11-06 08:32:24.541512,46.72,1027,36.64,543,Channel Page,7.03,1370295,35709,1152,1004,390914.71,Vlog
YT0015810,2025-05-02 08:32:24.541512,53.21,916,28.69,656,Notifications,18.46,648592,8314,4264,2002,165030.63,Comedy
YT0015811,2025-06-17 08:32:24.541512,53.7,2722,84.48,514,Shorts Feed,7.33,88381,8316,7302,1589,66825.86,Music
YT0015812,2024-12-31 08:32:24.541512,25.28,301,19.84,552,Notifications,26.35,830682,44030,4993,1955,69454.24,Vlog
YT0015813,2025-01-30 08:32:24.541512,7.61,360,78.84,53,Playlist,18.14,115377,90257,2519,1612,11537.7,Music
YT0015814,2025-09-01 08:32:24.541512,33.49,1324,65.89,132,Browse,2.23,1362570,90178,7182,322,501122.97,Reacts
YT0015815,2025-09-05 08:32:24.541512,47.84,2667,92.91,420,Suggested,26.06,1324501,26597,2760,1931,981234.49,Vlog
YT0015816,2025-07-06 08:32:24.541512,52.06,2905,93.0,208,Search,27.36,1448865,87853,5760,330,1169153.56,News
YT0015817,2025-03-08 08:32:24.541512,22.56,1172,86.58,115,Browse,28.88,1500413,94564,7152,2399,488467.79,Gaming
YT0015818,2025-04-07 08:32:24.541512,33.0,571,28.84,480,Browse,3.12,1914184,98614,7346,2650,303610.85,News
YT0015819,2025-10-16 08:32:24.541512,35.41,1990,93.66,562,Shorts Feed,10.08,750412,2105,1425,2746,414811.08,News
YT0015820,2025-06-30 08:32:24.541512,58.35,2655,75.84,196,Browse,19.87,1703283,64766,24,1568,1256171.21,Music
YT0015821,2025-02-24 08:32:24.541512,54.78,749,22.79,489,Browse,10.84,1351110,12403,6612,456,281105.94,Tech
YT0015822,2025-07-18 08:32:24.541512,57.54,1047,30.33,420,Browse,7.72,720208,86112,775,546,209460.49,Vlog
YT0015823,2024-12-11 08:32:24.541512,24.19,1217,83.85,187,Suggested,26.67,1136990,8084,3680,2740,384365.79,Gaming
YT0015824,2025-03-20 08:32:24.541512,55.36,1391,41.88,246,Shorts Feed,8.2,161830,64648,44,1507,62529.31,Gaming
YT0015825,2025-08-21 08:32:24.541512,25.89,534,34.38,13,Suggested,5.37,1971808,82431,1537,2811,292484.85,Education
YT0015826,2025-11-19 08:32:24.541512,32.12,1282,66.52,633,Browse,28.83,339052,38118,759,1253,120740.18,News
YT0015827,2025-01-08 08:32:24.541512,9.92,422,70.9,121,Browse,26.34,656574,72475,5520,2475,76965.06,Gaming
YT0015828,2025-05-07 08:32:24.541512,43.62,318,12.15,382,Browse,9.04,494086,22005,7551,2271,43644.26,Reacts
YT0015829,2025-07-15 08:32:24.541512,40.1,821,34.12,425,Search,7.52,1489482,76277,6792,2625,339684.64,Sports
YT0015830,2024-11-30 08:32:24.541512,55.51,2044,61.37,664,Suggested,11.86,1175028,38945,7398,1267,667154.79,News
YT0015831,2025-01-15 08:32:24.541512,40.61,1313,53.89,113,Suggested,4.26,327372,82181,7625,1068,119399.84,Music
YT0015832,2025-03-08 08:32:24.541512,22.97,1161,84.24,14,External,6.41,1457990,91552,737,928,470201.78,News
YT0015833,2025-04-20 08:32:24.541512,49.39,2208,74.51,629,Channel Page,29.97,619432,95884,1482,2279,379918.29,Gaming
YT0015834,2025-07-28 08:32:24.541512,17.6,838,79.36,75,Channel Page,5.94,1917653,35031,6183,268,446387.0,Comedy
YT0015835,2025-04-03 08:32:24.541512,26.85,989,61.39,168,External,9.3,1269065,66699,6304,2267,348640.36,Reacts
YT0015836,2025-07-02 08:32:24.541512,57.99,2218,63.75,475,Shorts Feed,3.36,1812192,21216,669,1461,1116511.63,Reacts
YT0015837,2025-05-18 08:32:24.541512,47.07,729,25.81,18,Channel Page,8.43,872668,6210,676,1248,176715.27,Vlog
YT0015838,2025-03-10 08:32:24.541512,24.66,1392,94.08,589,Suggested,2.11,651389,30626,627,2187,251870.41,Music
YT0015839,2025-10-15 08:32:24.541512,39.38,1028,43.51,405,External,8.39,1609509,32460,2400,2778,459604.24,Vlog
YT0015840,2025-07-09 08:32:24.541512,21.36,770,60.08,57,Shorts Feed,18.94,581791,59375,7016,2642,124438.63,Tech
YT0015841,2025-05-30 08:32:24.541512,15.62,11,1.17,298,External,24.79,798862,80116,2167,734,2440.97,Sports
YT0015842,2025-01-19 08:32:24.541512,23.48,951,67.5,120,Shorts Feed,9.49,244164,60350,7920,181,64499.99,Education
YT0015843,2025-02-27 08:32:24.541512,5.35,232,72.27,418,Search,27.82,1683134,46006,4993,1793,108468.64,Reacts
YT0015844,2025-03-10 08:32:24.541512,29.77,1003,56.15,560,Browse,4.33,776321,37499,4619,2950,216291.66,Music
YT0015845,2025-11-01 08:32:24.541512,24.41,24,1.64,634,External,17.39,1133891,9014,7751,97,7559.27,Music
YT0015846,2025-10-23 08:32:24.541512,15.14,90,9.91,653,External,23.55,244757,10919,2003,2698,6118.92,Education
YT0015847,2025-01-11 08:32:24.541512,6.19,159,42.81,497,External,14.51,1572506,55166,5526,1184,69452.35,Education
YT0015848,2025-03-29 08:32:24.541512,42.28,770,30.35,264,Playlist,13.67,611244,63980,2538,1038,130738.3,Vlog
YT0015849,2025-08-22 08:32:24.541512,50.52,574,18.94,123,Notifications,7.33,973709,26448,3025,1720,155252.49,News
YT0015850,2025-08-26 08:32:24.541512,45.98,1207,43.75,666,Shorts Feed,26.27,483314,25799,7410,35,162044.44,Tech
YT0015851,2025-06-25 08:32:24.541512,32.09,424,22.02,33,Shorts Feed,0.74,1669217,43689,2603,1027,196596.67,Tech
YT0015852,2025-04-10 08:32:24.541512,52.71,2856,90.31,289,Notifications,2.16,127756,3558,5859,632,101353.09,Gaming
YT0015853,2025-08-19 08:32:24.541512,48.77,100,3.42,51,External,27.61,1772533,41686,2014,2961,49237.03,Tech
YT0015854,2025-06-05 08:32:24.541512,25.67,298,19.35,141,Channel Page,23.42,144676,31799,3488,2988,11975.96,Music
YT0015855,2025-11-01 08:32:24.541512,39.75,662,27.76,345,Shorts Feed,20.15,640370,92636,6745,2290,117756.93,Tech
YT0015856,2025-04-12 08:32:24.541512,16.23,158,16.23,677,Notifications,8.12,178445,58404,539,788,7831.75,Tech
YT0015857,2025-05-02 08:32:24.541512,36.67,112,5.09,86,Channel Page,1.72,286014,39604,2628,2877,8898.21,Reacts
YT0015858,2025-01-28 08:32:24.541512,57.13,2452,71.53,77,Channel Page,15.01,478031,64296,1274,507,325592.23,Gaming
YT0015859,2025-07-31 08:32:24.541512,9.45,226,39.86,610,Search,9.85,1883296,47240,2439,2652,118229.14,Music
YT0015860,2025-10-11 08:32:24.541512,13.8,307,37.08,546,External,27.05,205772,64651,170,1930,17547.78,Education
YT0015861,2025-06-10 08:32:24.541512,32.16,135,7.0,669,Browse,24.74,353170,49236,3088,914,13243.88,Vlog
YT0015862,2025-01-11 08:32:24.541512,52.05,257,8.23,134,Search,24.53,363124,62089,7856,925,25923.02,Sports
YT0015863,2025-11-01 08:32:24.541512,1.34,48,59.7,461,Shorts Feed,18.94,1773975,33555,5129,1559,23653.0,Vlog
YT0015864,2025-04-24 08:32:24.541512,35.73,2059,96.04,94,Playlist,24.5,635088,60078,2649,2494,363235.05,News
YT0015865,2025-07-06 08:32:24.541512,26.5,654,41.13,635,Shorts Feed,2.16,1856999,13959,1834,2712,337354.82,Sports
YT0015866,2025-11-05 08:32:24.541512,28.6,1248,72.73,638,External,27.64,932467,49058,575,332,323255.23,Comedy
YT0015867,2025-01-24 08:32:24.541512,50.18,41,1.36,168,External,4.39,1035098,43473,7336,1682,11788.62,Gaming
YT0015868,2025-04-22 08:32:24.541512,30.71,1239,67.24,247,Search,29.63,33034,87954,6023,1454,11369.2,Education
YT0015869,2025-08-12 08:32:24.541512,42.02,2405,95.39,442,External,18.19,914966,48526,2921,1679,611248.12,Vlog
YT0015870,2024-12-18 08:32:24.541512,54.67,2394,72.98,347,Suggested,16.19,714683,34017,5712,619,475264.2,Tech
YT0015871,2025-05-25 08:32:24.541512,31.86,31,1.62,568,Shorts Feed,27.31,1333940,37268,324,1121,11486.71,Gaming
YT0015872,2025-02-04 08:32:24.541512,16.8,886,87.9,230,Search,24.56,1169999,55435,1192,1246,287949.75,Tech
YT0015873,2025-11-04 08:32:24.541512,26.89,1012,62.72,553,Shorts Feed,14.76,498735,30313,1450,2133,140199.95,Gaming
YT0015874,2025-11-17 08:32:24.541512,51.23,1737,56.51,649,Shorts Feed,4.67,1635296,15856,23,2019,789030.32,Gaming
YT0015875,2025-10-17 08:32:24.541512,4.29,254,98.68,378,External,10.5,1776970,95597,1824,1259,125375.11,News
YT0015876,2025-07-31 08:32:24.541512,28.33,1565,92.07,201,Notifications,5.81,703564,98589,5042,1021,305854.91,Reacts
YT0015877,2025-03-23 08:32:24.541512,22.84,1093,79.76,48,Browse,28.78,1326217,53200,5871,1144,402654.22,Tech
YT0015878,2025-11-18 08:32:24.541512,51.58,2109,68.15,431,Shorts Feed,26.3,1684679,65287,2790,1323,986941.11,Tech
YT0015879,2025-08-28 08:32:24.541512,58.77,1562,44.3,594,Search,0.88,1289896,64324,557,1256,559671.54,Tech
YT0015880,2024-12-18 08:32:24.541512,57.42,1650,47.89,55,Shorts Feed,1.27,71582,85949,1988,2177,32808.42,News
YT0015881,2025-06-16 08:32:24.541512,44.57,1655,61.89,460,External,9.62,1291530,57859,5203,1155,593745.04,Vlog
YT0015882,2025-06-22 08:32:24.541512,53.24,1483,46.42,396,Playlist,26.59,332575,47792,2676,2100,137002.42,Music
YT0015883,2025-06-05 08:32:24.541512,21.95,884,67.12,604,Search,11.74,1403308,1413,4392,536,344590.08,Tech
YT0015884,2025-08-15 08:32:24.541512,51.31,1071,34.79,354,Playlist,20.68,1779065,65797,3025,1621,529271.84,Vlog
YT0015885,2025-07-20 08:32:24.541512,2.35,100,70.92,297,External,12.66,1699846,94218,3669,662,47217.94,Reacts
YT0015886,2025-10-31 08:32:24.541512,29.68,1397,78.45,467,Shorts Feed,0.75,624745,63401,2727,439,242435.77,Tech
YT0015887,2025-11-07 08:32:24.541512,3.9,167,71.37,265,Channel Page,29.76,331051,14108,7075,338,15357.09,Education
YT0015888,2025-06-14 08:32:24.541512,53.39,2338,72.98,506,Search,22.51,52839,46924,6659,366,34316.0,Comedy
YT0015889,2025-10-06 08:32:24.541512,58.07,1571,45.09,670,Shorts Feed,5.75,435005,22382,5217,2131,189831.35,Tech
YT0015890,2025-04-14 08:32:24.541512,38.63,2131,91.94,428,Suggested,11.36,216816,77991,3073,387,128343.03,Music
YT0015891,2025-07-21 08:32:24.541512,6.09,305,83.47,277,Suggested,20.85,1726851,61082,7517,415,146302.65,Education
YT0015892,2025-04-12 08:32:24.541512,38.62,1777,76.69,3,External,15.84,1201153,11082,4272,1091,592902.47,News
YT0015893,2025-09-13 08:32:24.541512,39.27,1540,65.36,21,Notifications,18.46,476313,74360,7993,1156,203756.12,Comedy
YT0015894,2024-12-09 08:32:24.541512,48.56,231,7.93,474,Shorts Feed,12.45,217774,95305,7608,642,13973.83,News
YT0015895,2025-10-24 08:32:24.541512,43.41,1436,55.13,79,Search,7.56,33615,19410,6513,2621,13408.65,Music
YT0015896,2025-08-11 08:32:24.541512,18.03,545,50.38,85,Playlist,19.49,847643,12543,2364,2498,128323.73,Comedy
YT0015897,2025-07-15 08:32:24.541512,58.6,178,5.06,601,Suggested,0.74,1301368,82424,3771,1724,64345.42,Music
YT0015898,2024-12-08 08:32:24.541512,32.5,310,15.9,700,Shorts Feed,3.44,953916,6233,583,657,82142.77,News
YT0015899,2025-09-11 08:32:24.541512,41.14,41,1.66,679,Playlist,22.48,1682139,69749,1451,985,19157.69,Comedy
YT0015900,2025-05-05 08:32:24.541512,9.07,283,52.0,130,Shorts Feed,12.35,53315,49599,7183,94,4191.15,Sports
YT0015901,2025-10-05 08:32:24.541512,4.04,100,41.25,25,Browse,10.52,413688,12095,7716,1535,11491.33,Vlog
YT0015902,2025-11-07 08:32:24.541512,33.43,324,16.15,301,External,6.63,347593,92065,3267,1368,31283.37,Comedy
YT0015903,2025-01-28 08:32:24.541512,3.49,105,50.14,582,External,6.62,75068,81479,3173,2992,2189.48,Music
YT0015904,2025-06-15 08:32:24.541512,55.65,265,7.94,550,Channel Page,18.32,1261077,96658,6896,2694,92829.28,Music
YT0015905,2025-03-17 08:32:24.541512,10.78,582,89.98,85,Notifications,5.5,813891,59395,2801,602,131579.05,Reacts
YT0015906,2025-05-03 08:32:24.541512,12.67,479,63.01,348,Browse,23.68,371585,92886,6428,2696,49441.45,Music
YT0015907,2025-05-15 08:32:24.541512,7.71,457,98.79,685,Shorts Feed,28.84,1939562,11031,3791,2415,246216.62,Gaming
YT0015908,2025-04-07 08:32:24.541512,53.32,2869,89.68,560,Suggested,25.75,1043752,11125,4009,348,831812.36,Vlog
YT0015909,2024-12-30 08:32:24.541512,7.04,72,17.05,500,Shorts Feed,2.23,1425049,37609,5440,1009,28500.98,News
YT0015910,2025-03-22 08:32:24.541512,52.76,1422,44.92,401,Channel Page,18.34,1517362,93574,2248,1389,599357.99,Education
